nombre,mandato,distrito,partido,acta,clausura,anulado,desafuero,fallece,otros,reemplazo,renuncia,reemplazo,no incorporo,vacante
"SEREBRINSKY, GUSTAVO EDUARDO",2007-2011,Buenos Aires,FRENTE PARA LA VICTORIA,,,,,,,,,,,
"SERNA, EZEQUIEL DE LA",1906-1910,Buenos Aires,No consignado,Nota girada a esta Cámara por la Legislatura provincial,,,,,,,,,,
"SERNA, EZEQUIEL DE LA",1898-1902,Buenos Aires,No consignado,"Proyecto de decreto de una comisión especial o de la Comisión de Peticiones, Poderes y Reglamento Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial Nota girada a esta Cámara por la Legislatura provincial;",,,,,,,,,,
"SERNA, EZEQUIEL DE LA",1902-1906,Buenos Aires,No consignado,"Proyecto de decreto de una comisión especial o de la Comisión de Peticiones, Poderes y Reglamento Decreto de una comisión especial o de la Comisión de Peticiones, Poderes y Reglamento Acta judicial del resultado electoral o Acta de la sesión de la",,,,,,,,,,
"SERNA, JUAN M. DE LA",1887-1888,Córdoba,No consignado,"Proyecto de decreto de una comisión especial o de la Comisión de Peticiones, Poderes y Reglamento Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial Nota girada a esta Cámara por la Legislatura provincial",,,,Falleció el 10/07/1887,,,,,,
"SERRALTA, MIGUEL JORGE",1983-1987,La Pampa,PARTIDO JUSTICIALISTA,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,,,,,,,
"SERRANO, ANA ROSA",1955-1961,Capital Federal,PARTIDO PERONISTA,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,Clausura del Poder Legislativo en el período 1955/1958 (LONARDI-ARAMBURU),,,,,,,,,
"SERREY, CARLOS",1910-1914,Salta,No consignado,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincialNota girada a esta Cámara por la Legislatura provincial,,,,,,,,,,
"SERU GARCIA, ALBERTO",1963-1967,Mendoza,TRES BANDERAS,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,Clausura del Poder Legislativo en el período 1966/1973 (ONGANIA-LEVINGSTON-LANUSSE),,,,,,,,,
"SERU GARCIA, ALBERTO",1962-1966,Mendoza,TRES BANDERAS,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial;,Disolución del Poder Legislativo en el período 1962/1963 por Decreto del PEN 9204/62 (Guido) que impuso la reorganización de los partidos políticos;,Comicio anulado 25/04/1962,,,,,,,,
"SERU, JUAN E.",1884-1888,Mendoza,No consignado,"Decreto de una comisión especial o de la Comisión de Peticiones, Poderes y ReglamentoActa judicial del resultado electoral o Acta de la sesión de la Legislatura provincial;",,,,,,"Reemplazado por PUEBLA, ADOLFO",,,,
"SERU, JUAN E.",1878-1882,San Juan,No consignado,"Decreto de una comisión especial o de la Comisión de Peticiones, Poderes y ReglamentoActa judicial del resultado electoral o Acta de la sesión de la Legislatura provincial;",,,,,,,,,,
"SERU, JUAN E.",1898-1902,Mendoza,No consignado,"Proyecto de decreto de una comisión especial o de la Comisión de Peticiones, Poderes y ReglamentoActa judicial del resultado electoral o Acta de la sesión de la Legislatura provincialNota girada a esta Cámara por la Legislatura provincial",,,,,,,,,,
"SERVINI GARCIA, CLARA CRISTINA",1973-1977,Buenos Aires,FRENTE JUSTICIALISTA DE LIBERACION,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,Clausura del Poder Legislativo en el período 1976/1983 (VIDELA-VIOLA-GALTIERI-BIGNONE),,,,,,,,,
"SESMA, LAURA JUDITH",2005-2009,Córdoba,PARTIDO SOCIALISTA,,,,,,,,,,,
"SIBILAT FERNANDEZ, MANUEL",1902-1906,Santiago del Estero,No consignado,"Proyecto de decreto de una comisión especial o de la Comisión de Peticiones, Poderes y ReglamentoDecreto de una comisión especial o de la Comisión de Peticiones, Poderes y ReglamentoActa judicial del resultado electoral o Acta de la sesión de la Legislatu",,,,Falleció el 02/10/1905,,,,,,
"SIBOLDI, AGUSTIN REGINO",1952-1958,Entre Ríos,PARTIDO PERONISTA,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,Clausura del Poder Legislativo en el período 1955/1958 (LONARDI-ARAMBURU),,,,,,,,,
"SIEEF, ELISEO MARIO",1955-1961,Chubut,PARTIDO PERONISTA,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,Clausura del Poder Legislativo en el período 1955/1958 (LONARDI-ARAMBURU),,,,,,,,,
"SIERRA, BERNARDO",1962-1966,Capital Federal,UNION CIVICA RADICAL INTRANSIGENTE,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,Disolución del Poder Legislativo en el período 1962/1963 por Decreto del PEN 9204/62 (Guido) que impuso la reorganización de los partidos políticos,Comicio anulado 25/04/1962,,,,,,,,
"SIERRA, BERNARDO",1932-1934,Capital Federal,UNION CIVICA RADICAL ANTIPERSONALISTA,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial;,,,,,,,,,,
"SIERRA, BERNARDO",1930-1934,Capital Federal,PARTIDO SOCIALISTA INDEPENDIENTE,"Proyecto de decreto de una comisión especial o de la Comisión de Peticiones, Poderes y Reglamento Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial;",Clausura del Poder Legislativo en el período 1930/1932 (URIBURU);,,,,,,,,,
"SILEONI, NELO I.",1973-1977,Mendoza,ALIANZA REPUBLICANA FEDERAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,Clausura del Poder Legislativo en el período 1976/1983 (VIDELA-VIOLA-GALTIERI-BIGNONE),,,,,,,,,
"SILEONI, NELO I.",1965-1969,Mendoza,PARTIDO DEMOCRATA,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial;,Clausura del Poder Legislativo en el período 1966/1973 (ONGANIA-LEVINGSTON-LANUSSE);,,,,,,,,,
"SILEONI, NELO I.",1962-1966,Mendoza,FEDERACION PARTIDOS DEL CENTRO,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial;,Disolución del Poder Legislativo en el período 1962/1963 por Decreto del PEN 9204/62 (Guido) que impuso la reorganización de los partidos políticos;,Comicio anulado 25/04/1962,,,,,,,,
"SILVA CASANOVA, JUAN ALBERTO",1995-1999,Corrientes,PARTIDO JUSTICIALISTA,,,,,,,,,,,
"SILVA, ANALICIO",1973-1977,Chaco,FRENTE JUSTICIALISTA DE LIBERACION,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,Clausura del Poder Legislativo en el período 1976/1983 (VIDELA-VIOLA-GALTIERI-BIGNONE),,,,,,,,,
"SILVA, CARLOS OSCAR",1985-1989,Formosa,UNION CIVICA RADICAL,,,,,,,,,,,
"SILVA, JUAN JOSE",1904-1908,Corrientes,No consignado,"Proyecto de decreto de una comisión especial o de la Comisión de Peticiones, Poderes y Reglamento Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial Nota girada a esta Cámara por la Legislatura provincial",,,,,,,,,,
"SILVA, JUAN JOSE",1900-1904,Corrientes,No consignado,"Proyecto de decreto de una comisión especial o de la Comisión de Peticiones, Poderes y Reglamento Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial Nota girada a esta Cámara por la Legislatura provincial;",,,,,,,,,,
"SILVA, ROBERTO PASCUAL",1987-1991,Santa Fe,UNION CIVICA RADICAL,,,,,,,,,,,
"SILVA, ROBERTO PASCUAL",1983-1987,Santa Fe,UNION CIVICA RADICAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,,,,,,,
"SILVEIRA MARQUEZ, CARLOS",1958-1960,Misiones,UNION CIVICA RADICAL DEL PUEBLO,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,,,,,,,
"SILVERO, LISANDRO A.",1983-1985,Formosa,UNION CIVICA RADICAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,,,,,,,
"SILVESTRE, ADOLFO J. B.",1948-1952,Buenos Aires,PARTIDO PERONISTA,,,,,,,,,,,
"SILVETI, LUIS F.",1914-1918,Mendoza,No consignado,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,,,,,,,
"SIMINI, JORGE ALBERTO",1965-1969,Buenos Aires,UNION POPULAR,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,Clausura del Poder Legislativo en el período 1966/1973 (ONGANIA-LEVINGSTON-LANUSSE),,,,,,,,,
"SIMINI, JORGE ALBERTO",1962-1966,Buenos Aires,UNION POPULAR,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial;,Disolución del Poder Legislativo en el período 1962/1963 por Decreto del PEN 9204/62 (Guido) que impuso la reorganización de los partidos políticos;,Comicio anulado 25/04/1962,,,,,,,,
"SIMO, ALEJO JOSE",1965-1969,Córdoba,UNION POPULAR,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,Clausura del Poder Legislativo en el período 1966/1973 (ONGANIA-LEVINGSTON-LANUSSE),,,,,,,,,
"SIMON PADROS, JUAN",1940-1944,Tucumán,DEMOCRATA NACIONAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,Clausura del Poder Legislativo en el período 1943/1946 (RAWSON-RAMIREZ-FARRELL),,,,,,,,,
"SIMON PADROS, JUAN",1936-1940,Tucumán,CONCORDANCIA,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial;,,,,,,,,,,
"SIMON PADROS, JUAN",1932-1936,Tucumán,PARTIDO DEMOCRATA NACIONAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial;,,,,,,,,,,
"SIMONCINI, SILVIA ROSA",2011-2015,Santa Fe,FRENTE PARA LA VICTORIA,,,,,,,,,,,
"SIRACUSANO, HECTOR",1987-1991,Capital Federal,UNION de CENTRO DEMOCRATICO,,,,,,,,,,,
"SIRENA, ANTONIO C. P.",1958-1960,Santa Fe,UNION CIVICA RADICAL INTRANSIGENTE,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,Falleció el 04/07/1959,,,,,,
"SIRI, EMILIO P.",1924-1928,Buenos Aires,UNION CIVICA RADICAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial;,,,,,,,,,,
"SIRI, EMILIO P.",1928-1932,Buenos Aires,UNION CIVICA RADICAL,"Proyecto de decreto de una comisión especial o de la Comisión de Peticiones, Poderes y Reglamento Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial",Clausura del Poder Legislativo en el período 1930/1932 (URIBURU),,,,,,,,,
"SIRI, OBDULIO F.",1936-1940,Capital Federal,UNION CIVICA RADICAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,,,,,,,
"SIRI, OBDULIO F.",1922-1926,Capital Federal,UNION CIVICA RADICAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial;,,,,,,,,,,
"SIVORI, ALBERTO DOLORINO",1955-1961,Buenos Aires,PARTIDO PERONISTA,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,Clausura del Poder Legislativo en el período 1955/1958 (LONARDI-ARAMBURU),,,,,,,,,
"SLAMOVITZ, LUDOVICO",1973-1977,Misiones,FRENTE JUSTICIALISTA DE LIBERACION,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,Clausura del Poder Legislativo en el período 1976/1983 (VIDELA-VIOLA-GALTIERI-BIGNONE),,,,,,,,,
"SLUGA, JUAN CARLOS",2007-2011,Buenos Aires,FRENTE PARA LA VICTORIA,,,,,,,,,,,
"SLUGA, JUAN CARLOS",2003-2007,Buenos Aires,PARTIDO JUSTICIALISTA,,,,,,,,,,,
"SMITH, SANTOS",1991-1995,Buenos Aires,FRENTE JUSTICIALISTA FEDERAL,,,,,,,,,,,
"SNOPEK, CARLOS DANIEL",2001-2005,Jujuy,FREJUPO,,,,,,,,,,,
"SNOPEK, CARLOS DANIEL",2005-2009,Jujuy,FRENTE PARA LA VICTORIA - PARTIDO JUSTICIALISTA,,,,,,,,,,,
"SNOPEK, CARLOS DANIEL",1997-2001,Jujuy,"ALIANZA POR EL TRABAJO, LA JUSTICIA Y LA EDUCACION",,,,,,,,,,,
"SOAJE, BELINDO S.",1874-1878,Córdoba,No consignado,"Proyecto de decreto de una comisión especial o de la Comisión de Peticiones, Poderes y Reglamento Nota girada a esta Cámara por el Poder Ejecutivo Nacional por la cual informa que tomó conocimiento de la elección",,,,,,,,,,
"SOAJE, TOMAS",1892-1896,Córdoba,No consignado,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial Nota girada a esta Cámara por la Legislatura provincial,,,,,,,,,,
"SOBRAL, EDUARDO G.",1912-1914,Entre Ríos,No consignado,"Decreto de una comisión especial o de la Comisión de Peticiones, Poderes y Reglamento Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial Nota girada a esta Cámara por la Legislatura provincial",,,,,,,,,,
"SOBRAL, MANUEL ANTONIO",1946-1950,Córdoba,UNION CIVICA RADICAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial Nota girada a esta Cámara por la Legislatura provincial,,,,,,,,,,
"SOBRINO ARANDA, LUIS",1983-1985,Santa Fe,PARTIDO JUSTICIALISTA,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,,,,,,,
"SOBRINO ARANDA, LUIS",1973-1977,Santa Fe,MOVIMIENTO DE INTEGRACION Y DESARROLLO,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial;,Clausura del Poder Legislativo en el período 1976/1983 (VIDELA-VIOLA-GALTIERI-BIGNONE),,,,,,,,,
"SOBRINO, MARGARITA MARIA",1993-1997,Córdoba,UNION CIVICA RADICAL,,,,,,,,,,,
"SOCCHI, HUGO ALBERTO",1987-1991,Buenos Aires,UNION CIVICA RADICAL,,,,,,,,,,,
"SOCCHI, HUGO ALBERTO",1983-1987,Buenos Aires,UNION CIVICA RADICAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,,,,,,,
"SODA, MARIA NILDA",1999-2003,Misiones,"ALIANZA POR EL TRABAJO, LA JUSTICIA Y LA EDUCACION",,,,,,,,,,,
"SODERO NIEVAS, VICTOR HUGO",1989-1993,Rio Negro,FRENTE JUSTICIALISTA de UNIDAD POPULAR,,,,,,,,,,,
"SOLA, FELIPE CARLOS",2009-2013,Buenos Aires,ALIANZA UNION PRO,,,,,,,,,,,
"SOLA, FELIPE CARLOS",2007-2011,Buenos Aires,FRENTE PARA LA VICTORIA,,,,,,,"Reemplazado por LORGES, JUAN CARLOS el 20/05/2009",,,,
"SOLA, FELIPE CARLOS",1991-1995,Buenos Aires,FRENTE JUSTICIALISTA FEDERAL,,,,,,,"Reemplazado por ZICARELLI, ORLANDO ALBERTO;",,,,
"SOLA, FERNANDO",1948-1952,Buenos Aires,UNION CIVICA RADICAL,,,,,,,,,,,
"SOLA, JUAN",1880-1882,Salta,No consignado,"Proyecto de decreto de una comisión especial o de la Comisión de Peticiones, Poderes y Reglamento Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial",,,,,,,,,,
"SOLA, JUAN E.",1940-1944,Buenos Aires,DEMOCRATA NACIONAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,Clausura del Poder Legislativo en el período 1943/1946 (RAWSON-RAMIREZ-FARRELL),,,,,,,,,
"SOLA, JUAN E.",1936-1940,Buenos Aires,DEMOCRATA NACIONAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial;,,,,,,,,,,
"SOLA, MANUEL",1884-1888,Salta,No consignado,"Proyecto de decreto de una comisión especial o de la Comisión de Peticiones, Poderes y Reglamento Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial",,,,,,,,,,
"SOLANA, J. FELIX",1942-1946,Buenos Aires,UNION CIVICA RADICAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,Clausura del Poder Legislativo en el período 1943/1946 (RAWSON-RAMIREZ-FARRELL),,,,,,,,,
"SOLANA, J. FELIX",1936-1940,Buenos Aires,UNION CIVICA RADICAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial;,,,,,,,,,,
"SOLANA, JORGE D.",1973-1977,Neuquen,MOVIMIENTO POPULAR NEUQUINO,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,Clausura del Poder Legislativo en el período 1976/1983 (VIDELA-VIOLA-GALTIERI-BIGNONE),,,,,,,,,
"SOLANA, JORGE D.",1965-1969,Neuquen,MOVIMIENTO POPULAR NEUQUINO,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial;,Clausura del Poder Legislativo en el período 1966/1973 (ONGANIA-LEVINGSTON-LANUSSE);,,,,,,,,,
"SOLANA, JORGE D.",1963-1965,Neuquen,MOVIMIENTO POPULAR NEUQUINO,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial;,,,,,,,,,,
"SOLANAS, FERNANDO EZEQUIEL",2009-2013,Ciudad Autonoma de Buenos Aires,ALIANZA PROYECTO SUR,,,,,,,,,,,
"SOLANAS, FERNANDO EZEQUIEL",1993-1997,Buenos Aires,FRENTE GRANDE,,,,,,,,,,,
"SOLANAS, JUAN CARLOS",1960-1964,Santa Fe,UNION CIVICA RADICAL DEL PUEBLO,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,Disolución del Poder Legislativo en el período 1962/1963 por Decreto del PEN 9204/62 (Guido) que impuso la reorganización de los partidos políticos,,,,,,,,,
"SOLANAS, JUAN CARLOS",1958-1960,Santa Fe,UNION CIVICA RADICAL INTRANSIGENTE,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial;,,,,,,,,,,
"SOLANAS, JULIO RODOLFO F.",2011-2015,Entre Ríos,FRENTE PARA LA VICTORIA,,,,,,,,,,,
"SOLANAS, JULIO RODOLFO F.",2001-2005,Entre Ríos,PARTIDO JUSTICIALISTA,,,,,,,"Reemplazado por BERTOLYOTTI, DELMA N.",,,,
"SOLANAS, RAUL PATRICIO",2005-2009,Entre Ríos,FRENTE PARA LA VICTORIA - PARTIDO JUSTICIALISTA,,,,,,,,,,,
"SOLANET, EMILIO",1946-1948,Buenos Aires,UNION CIVICA RADICAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,,,,,,,
"SOLANET, EMILIO",1930-1934,Buenos Aires,UNION CIVICA RADICAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial;,Clausura del Poder Legislativo en el período 1930/1932 (URIBURU),,,,,,,,,
"SOLANET, PEDRO",1920-1924,Buenos Aires,UNION CIVICA RADICAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,,,,,,,
"SOLANET, PEDRO",1916-1920,Buenos Aires,UNION CIVICA RADICAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial;,,,,,,,,,,
"SOLARI BALLESTEROS, ALEJANDRO",1983-1987,Corrientes,PACTO AUTONOMISTA LIBERAL DE CORRIENTES,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,,,,,,,
"SOLARI, BENJAMIN",1916-1920,Corrientes,PARTIDO LIBERAL,"Decreto de una comisión especial o de la Comisión de Peticiones, Poderes y Reglamento Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial",,,,,,,,,,
"SOLARI, EDUARDO ANTONIO",1965-1969,Entre Ríos,UNION CIVICA RADICAL DEL PUEBLO,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,Clausura del Poder Legislativo en el período 1966/1973 (ONGANIA-LEVINGSTON-LANUSSE),,,,,,,,,
"SOLARI, EDUARDO ANTONIO",1963-1965,Entre Ríos,UNION CIVICA RADICAL DEL PUEBLO,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial;,,,,,,,,,,
"SOLARI, FELIPE C.",1938-1942,Corrientes,DEMOCRATA NACIONAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,,,,,,,
"SOLARI, FELIPE C.",1934-1938,Corrientes,DEMOCRATA NACIONAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial;,,,,,,,,,,
"SOLARI, FELIPE C.",1922-1926,Corrientes,PARTIDO LIBERAL DE CORRIENTES,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial;,,,,,,,,,,
"SOLARI, FELIPE C.",1928-1932,Corrientes,AUTONOMISTA LIBERAL ACUERDISTA,"Proyecto de decreto de una comisión especial o de la Comisión de Peticiones, Poderes y Reglamento Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial;",Clausura del Poder Legislativo en el período 1930/1932 (URIBURU),,,,,,,,,
"SOLARI, JUAN ALBERTO",1958-1962,Corrientes,UNION CIVICA RADICAL INTRANSIGENTE,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,,,,,,,
"SOLARI, JUAN ANTONIO",1963-1965,Capital Federal,PARTIDO SOCIALISTA DEMOCRATICO,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,,,,,,,
"SOLARI, JUAN ANTONIO",1936-1940,Capital Federal,PARTIDO SOCIALISTA,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial;,,,,,,,,,,
