Senador,Legal Desde,Legal Hasta,Real Desde,Real Hasta,Provincia,Partido Político,Reemplazo,Observaciones
"SAMUDIO GODOY, WILFRIDO ",24/04/1991,09/12/1998 ,24/04/1991,17/08/1993 ,FORMOSA ,JUSTICIALISTA ,"PEÑA DE LOPEZ, ANA MARGARITA ",COMPLETA EL PERIODO DE JUAN J. TOMAS. FALLECIO EN 1993. LO REEMPLAZA ANA PEÑA DE LOPEZ.  
"SAN MILLAN, JULIO ARGENTINO ",10/12/1986,09/12/1995 ,02/12/1992,09/02/1995 ,SALTA ,JUSTICIALISTA ,"SAN MILLAN, JULIO ARGENTINO ",COMPLETA EL PERIODO DE JUAN CARLOS ROMERO.  
"SAN MILLAN, JULIO ARGENTINO ",29/11/1995,09/12/2001 ,29/11/1995,09/12/2001 ,SALTA ,JUSTICIALISTA ,"LÓPEZ ARIAS, MARCELO EDUARDO ",REELECTO.  
"SANCHEZ DE BUSTAMANTE, PLACIDO  ",17/10/1854,30/04/1863 ,01/03/1860,12/12/1861 ,JUJUY ,SIN ESPECIFICAR ,DISOLUCION DEL P. LEGISLATIVO ,COMPLETA EL PERIODO DE JOSE B. BARCENA. DISOLUCION DEL CONGRESO DE PARANA EL 12 DE DICIEMBRE DE 1861.  
"SANCHEZ DE BUSTAMANTE, PLACIDO  ",12/05/1857,01/03/1860 ,09/06/1857,01/03/1860 ,JUJUY ,SIN ESPECIFICAR ,ES SENADOR SUPLENTE ,SUPLENTE. PASA A TITULAR.  
"SANCHEZ DE BUSTAMANTE, PLACIDO  ",24/05/1862,30/04/1868 ,02/06/1863,30/04/1868 ,JUJUY ,SIN ESPECIFICAR ,"SANCHEZ DE BUSTAMANTE, PLACIDO  ",NINGUNA 
"SANCHEZ DE BUSTAMANTE, PLACIDO  ",30/06/1868,30/04/1877 ,30/06/1868,30/04/1877 ,JUJUY ,SIN ESPECIFICAR ,"CARRILLO, PABLO  ",REELECTO.  
"SANCHEZ DE BUSTAMANTE, TEOFILO  ",01/05/1922,30/04/1931 ,30/05/1924,07/08/1930 ,JUJUY ,SIN ESPECIFICAR ,DISOLUCION DEL P. LEGISLATIVO ,REEMPLAZA A OCTAVIO ITURBE POR EXPIRACION DE MANDATO. FALLECE EN 1930. DISOLUCION DEL PODER LEGISLATIVO EL 6 DE SEPTIEMBRE DE 1930.  
"SANCHEZ RECALDE, LUIS NICOLAS AUGUSTO  ",28/09/1949,30/04/1952 ,28/09/1949,02/06/1950 ,CATAMARCA ,SIN ESPECIFICAR ,VACANTE HASTA FIN DEL PERIODO ,SUSPENDIDO EL 2 DE JUNIO DE 1950. NO SE OCUPA LA BANCA HASTA 1952.  
"SANCHEZ SORONDO, MATIAS G.  ",20/01/1932,19/01/1941 ,20/01/1932,19/01/1941 ,BUENOS AIRES ,CONSERVADOR ,"BARCELO, ALBERTO  ",NINGUNA 
"SANCHEZ, FRANKLIN ALBERTO  ",31/03/1958,30/04/1964 ,31/03/1958,06/09/1962 ,SAN JUAN ,SIN ESPECIFICAR ,DISOLUCION DEL P. LEGISLATIVO ,DISOLUCION DEL PODER LEGISLATIVO EL 6 DE SEPTIEMBRE DE 1962.  
"SANCHEZ, LIBARDO NICOLAS ",29/11/1983,09/12/1986 ,29/11/1983,09/12/1986 ,LA RIOJA ,JUSTICIALISTA ,"SANCHEZ, LIBARDO NICOLAS ",NINGUNA 
"SANCHEZ, LIBARDO NICOLAS ",28/11/1986,09/12/1995 ,28/11/1986,09/12/1995 ,LA RIOJA ,JUSTICIALISTA ,"YOMA, JORGE RAÚL ",REELECTO.  
"SÁNCHEZ, MARÍA DORA ",10/12/2003,09/12/2009 ,17/12/2003,Sin Fecha ,CORRIENTES ,UNIÓN CÍVICA RADICAL ,SENADORA EN EJERCICIO ,NINGUNA 
"SANTAMARINA, ANTONIO  ",20/01/1932,30/04/1938 ,20/01/1932,30/04/1938 ,BUENOS AIRES ,CONSERVADOR ,"SANTAMARINA, ANTONIO  ",NINGUNA 
"SANTAMARINA, ANTONIO  ",02/05/1938,30/04/1947 ,02/05/1938,05/06/1943 ,BUENOS AIRES ,CONSERVADOR ,DISOLUCION DEL P. LEGISLATIVO ,REELECTO. DISOLUCION DEL PODER LEGISLATIVO EL 5 DE JUNIO DE 1943.  
"SANTILLAN, GREGORIO  ",03/05/1877,30/04/1886 ,03/05/1877,30/04/1886 ,SANTIAGO DEL ESTERO ,SIN ESPECIFICAR ,"RUIZ, MAXIMO  ",REEMPLAZA A LUCIANO GOROSTIAGA POR EXPIRACION DE MANDATO.  
"SANTILLAN, JOSE DOMINGO  ",06/05/1895,30/04/1904 ,03/06/1902,30/04/1904 ,SANTIAGO DEL ESTERO ,SIN ESPECIFICAR ,"SANTILLAN, JOSE DOMINGO  ",COMPLETA EL PERIODO DE PEDRO BARRAZA QUE RENUNCIA.  
"SANTILLAN, JOSE DOMINGO  ",02/05/1904,30/04/1913 ,02/05/1904,28/10/1904 ,SANTIAGO DEL ESTERO ,SIN ESPECIFICAR ,"PINTO, LUIS G.  ",REELECTO. RENUNCIA EN 1904 PARA SER GOBERNADOR DE LA PROVINCIA DE SANTIAGO DEL ESTERO. LO REEMPLAZA LUIS PINTO.  
"SANTILLAN, ZENON J.  ",30/04/1898,30/04/1904 ,07/01/1902,30/04/1904 ,TUCUMÁN ,SIN ESPECIFICAR ,"SOLDATI, ALBERTO L. DE  ",COMPLETA EL PERIODO DE LUCAS CORDOBA ( 1898 - 1904 )  
"SANZ, ERNESTO RICARDO ",10/12/2003,09/12/2009 ,10/12/2003,Sin Fecha ,MENDOZA ,UNIÓN CÍVICA RADICAL ,SENADOR EN EJERCICIO ,NINGUNA 
"SANZ, ERNESTO RICARDO ",10/12/2009,09/12/2015 ,10/12/2009,Sin Fecha ,MENDOZA ,ALIANZA FRENTE CÍVICO FEDERAL UCR-CONFE ,,NINGUNA 
"SAPAG, ELIAS ",12/08/1963,30/04/1972 ,12/08/1963,28/06/1966 ,NEUQUÉN ,MOVIMIENTO POPULAR NEUQUINO ,DISOLUCION DEL P. LEGISLATIVO ,DISOLUCION DEL PODER LEGISLATIVO EL 28 DE JUNIO DE 1966.  
"SAPAG, ELIAS ",03/05/1973,31/03/1977 ,03/05/1973,24/03/1976 ,NEUQUÉN ,MOVIMIENTO POPULAR NEUQUINO ,DISOLUCION DEL P. LEGISLATIVO ,DISOLUCION DEL PODER LEGISLATIVO EL 24 DE MARZO DE 1976.  
"SAPAG, ELIAS ",29/11/1983,09/12/1992 ,29/11/1983,09/12/1992 ,NEUQUÉN ,MOVIMIENTO POPULAR NEUQUINO ,"SAPAG, ELIAS ",NINGUNA 
"SAPAG, ELIAS ",02/12/1992,09/12/2001 ,02/12/1992,21/06/1993 ,NEUQUÉN ,MOVIMIENTO POPULAR NEUQUINO ,"SAPAG, FELIPE RODOLFO ",REELECTO. FALLECE EL 21 DE JUNIO DE 1993. LO REEMPLAZA FELIPE SAPAG EN 1993.  
"SAPAG, FELIPE RODOLFO ",02/12/1992,09/12/2001 ,01/09/1993,09/12/2001 ,NEUQUÉN ,MOVIMIENTO POPULAR NEUQUINO ,"SAPAG, LUZ MARÍA ",COMPLETA EL PERIODO DE ELIAS SAPAG.  
"SAPAG, LUZ MARÍA ",10/12/2001,09/12/2007 ,10/12/2001,Sin Fecha ,NEUQUÉN ,MOVIMIENTO POPULAR NEUQUINO ,"PARRILLI, NANCI MARIA AGUSTINA ",REEMPLAZA AL SENADOR FELIPE RODOLFO SAPAG.  
"SAPAG, SILVIA ",25/11/1998,09/12/2001 ,25/11/1998,09/12/2001 ,NEUQUÉN ,MOVIMIENTO POPULAR NEUQUINO ,"SALVATORI, PEDRO ",REEMPLAZA A JORGE SOLANA POR EXPIRACION DE MANDATO.  
"SARAVIA, JOSE VICENTE  ",17/10/1854,30/04/1860 ,17/10/1854,29/11/1854 ,CORRIENTES ,SIN ESPECIFICAR ,"PUJOL, JUAN GREGORIO  ",PIDE LICENCIA PARA SER MINISTRO DE JUSTICIA CULTO E INSTRUCCION PUBLICA. LO REEMPLAZA JUAN PUJOL.  
"SARMIENTO, DOMINGO FAUSTINO  ",11/07/1871,30/04/1880 ,29/05/1875,28/08/1879 ,SAN JUAN ,LIBERAL ,"GOMEZ, AGUSTIN  ",COMPLETA EL PERIODO DE JOSE MARIA DEL CARRIL. RENUNCIA EN 1879 PARA SER MINISTRO DEL INTERIOR DE LA NACION.  
"SCATAMACCHIA, MAURICIO ANTONIO  ",26/04/1949,30/04/1952 ,26/04/1949,30/04/1952 ,BUENOS AIRES ,SIN ESPECIFICAR ,"IBARGUREN, PRUDENCIO MAXIMO  ",NINGUNA 
"SEGUI, MALVINA MARÍA ",10/12/2001,09/12/2003 ,10/12/2001,Sin Fecha ,TUCUMÁN ,JUSTICIALISTA ,"PINCHETTI DE SIERRA MORALES, DELIA NORMA ",REEMPLAZA AL SENADOR ORTEGA.  
"SERGNESE, CARLOS JOSE ANTONIO ",29/11/1995,09/12/2001 ,14/04/1999,14/03/2001 ,SAN LUIS ,JUSTICIALISTA ,"TORINO, HECTOR OMAR ",COMPLETA EL PERIODO DE BARTOLUCCI QUE FALLECIO Y DE QUINZIO QUE RENUNCIO.  
"SERREY, CARLOS  ",17/05/1898,30/04/1907 ,30/04/1906,30/04/1907 ,SALTA ,CONSERVADOR ,"OVEJERO, DAVID  ",COMPLETA EL PERIODO DE FRANCISCO URIBURU.  
"SERREY, CARLOS  ",28/04/1925,30/04/1934 ,28/04/1925,06/09/1930 ,SALTA ,CONSERVADOR ,DISOLUCION DEL P. LEGISLATIVO ,DISOLUCION DEL PODER LEGISLATIVO EL 6 DE SEPTIEMBRE DE 1930.  
"SERREY, CARLOS  ",20/01/1932,30/04/1935 ,20/01/1932,30/04/1935 ,SALTA ,CONSERVADOR ,"SERREY, CARLOS  ",NINGUNA 
"SERREY, CARLOS  ",02/05/1935,30/04/1944 ,02/05/1935,05/06/1943 ,SALTA ,CONSERVADOR ,DISOLUCION DEL P. LEGISLATIVO ,REELECTO. DISOLUCION DEL PODER LEGISLATIVO EL 5 DE JUNIO DE 1943.  
"SIGAL, HUMBERTO C. ",29/11/1983,09/12/1986 ,29/11/1983,09/12/1986 ,CHUBUT ,UNIÓN CÍVICA RADICAL ,"GARCIA, ALFREDO ",NINGUNA 
"SILVA, SOFANOR DE LA  ",30/04/1883,30/04/1892 ,12/05/1887,30/04/1892 ,SANTIAGO DEL ESTERO ,SIN ESPECIFICAR ,"ROJAS, ABSALON  ",COMPLETA EL PERIODO DE ABSALON ROJAS QUE RENUNCIO.  
"SNOPEK, CARLOS ",26/04/1966,30/04/1975 ,26/04/1966,28/06/1966 ,JUJUY ,SIN ESPECIFICAR ,DISOLUCION DEL P. LEGISLATIVO ,DISOLUCION DEL PODER LEGISLATIVO EL 28 DE JUNIO DE 1966. REEMPLAZA A GUILLERMO SNOPEK ( 1963/1966 ) POR EXPIRACION DE MANDATO.  
"SNOPEK, CARLOS ",10/12/1989,09/12/1998 ,13/12/1989,09/06/1991 ,JUJUY ,JUSTICIALISTA ,"SNOPEK, GUILLERMO EUGENIO ",REEMPLAZA A ANNUAR JORGE POR EXPIRACION DE MANDATO. FALLECE EN 1992. LO REEMPLAZA GUILLERMO EUGENIO SNOPEK.  
"SNOPEK, GUILLERMO  ",12/08/1963,30/04/1966 ,12/08/1963,30/04/1966 ,JUJUY ,BLANCO DE LOS TRABAJ.-JUJUY ,"SNOPEK, CARLOS ",NINGUNA 
"SNOPEK, GUILLERMO EUGENIO ",13/10/1992,10/12/1998 ,13/10/1992,23/02/1996 ,JUJUY ,JUSTICIALISTA ,"TELL, ALBERTO MAXIMO ",COMPLETA EL PERIODO DE CARLOS SNOPEK QUE FALLECIO. RENUNCIA EN 1996. LO REEMPLAZA MAXIMO TELL.  
"SOLANA, JORGE D. ",29/11/1983,09/12/1989 ,29/11/1983,09/12/1989 ,NEUQUÉN ,MOVIMIENTO POPULAR NEUQUINO ,"SOLANA, JORGE D. ",NINGUNA 
"SOLANA, JORGE D. ",06/12/1989,09/12/1998 ,06/12/1989,09/12/1998 ,NEUQUÉN ,MOVIMIENTO POPULAR NEUQUINO ,"SAPAG, SILVIA ",REELECTO.  
"SOLARI YRIGOYEN, HIPOLITO ",03/05/1973,31/03/1977 ,03/05/1973,24/03/1976 ,CHUBUT ,UNIÓN CÍVICA RADICAL ,DISOLUCION DEL P. LEGISLATIVO ,DISOLUCION DEL PODER LEGISLATIVO EL 24 DE MARZO DE 1976.  
"SOLARI YRIGOYEN, HIPOLITO ",13/05/1987,09/12/1995 ,13/05/1987,09/12/1995 ,CHUBUT ,UNIÓN CÍVICA RADICAL ,"SALA, OSVALDO RUBEN ",COMPLETA EL PERIODO DE ALFREDO GARCIA. (1986/1995).  
"SOLDATI, ALBERTO L. DE  ",30/04/1904,30/04/1913 ,16/06/1904,30/04/1913 ,TUCUMÁN ,SIN ESPECIFICAR ,"ESTEVEZ, MANUEL I.  ",REEMPLAZA A SANTILLAN POR EXPIRACION DE MANDATO.  
"SOLER, LORENZO  ",22/05/1946,30/04/1952 ,22/05/1946,30/04/1952 ,MENDOZA ,SIN ESPECIFICAR ,"BRISOLI, BLAS  ",NINGUNA 
"SORIA VEGA, ABEL SEGUNDO NICOLAS  ",26/04/1955,30/04/1961 ,26/04/1955,21/09/1955 ,SAN JUAN ,PERONISTA ,DISOLUCION DEL P. LEGISLATIVO ,DISOLUCION DEL PODER LEGISLATIVO EL 21 DE SEPTIEMBRE DE 1955.  
"SORIA, BENITO  ",22/06/1928,30/04/1937 ,22/06/1928,06/09/1930 ,CÓRDOBA ,SIN ESPECIFICAR ,DISOLUCION DEL P. LEGISLATIVO ,DISOLUCION DEL PODER LEGISLATIVO EL 6 DE SEPTIEMBRE DE 1930. REEMPLAZA A PEDRO LARLUS POR EXPIRACION DE MANDATO.  
"SORIA, FERNANDO M.  ",29/04/1916,30/04/1925 ,19/12/1922,30/04/1925 ,CATAMARCA ,SIN ESPECIFICAR ,"RUZO, ALEJANDRO  ",COMPLETA EL PERIODO DE EMILIO MOLINA. (1916/1925).  
"SORIA, FERNANDO M.  ",22/06/1928,30/04/1937 ,22/06/1928,06/09/1930 ,CATAMARCA ,SIN ESPECIFICAR ,DISOLUCION DEL P. LEGISLATIVO ,REEMPLAZA A SEGUNDO GALLO POR EXPIRACION DE MANDATO. DISOLUCION DEL PODER LEGISLATIVO EL 6 DE SEPTIEMBRE DE 1930.  
"SOSA LOYOLA, GILBERTO  ",22/05/1946,30/04/1949 ,22/05/1946,19/10/1948 ,SAN LUIS ,SIN ESPECIFICAR ,"ENDEIZA, VICTOR W.  ",FALLECE. LO REEMPLAZA VICTOR ENDEIZA.  
"SOTO, PEDRO NUMA  ",13/06/1916,30/04/1925 ,13/06/1916,30/04/1925 ,CORRIENTES ,SIN ESPECIFICAR ,"PEREZ VIRASORO, EVARISTO  ",REEMPLAZA A VALENTIN VIRASORO POR EXPIRACION DE MANDATO.  
"STORANI, CONRADO HUGO ",06/12/1989,09/12/1998 ,06/12/1989,09/12/1998 ,CÓRDOBA ,UNIÓN CÍVICA RADICAL ,"MOLINARI ROMERO, LUIS ARTURO R. ",REEMPLAZA A FERNANDO MAUHUM POR EXPIRACION DE MANDATO.  
"SUAREZ LAGO, GILBERTO  ",20/01/1932,30/04/1938 ,02/05/1935,30/04/1938 ,MENDOZA ,CONSERVADOR ,"SUAREZ LAGO, GILBERTO  ",COMPLETA EL PERIODO DE VERA CRUZ QUE RENUNCIA.  
"SUAREZ LAGO, GILBERTO  ",02/05/1938,30/04/1947 ,02/05/1938,05/06/1943 ,MENDOZA ,CONSERVADOR ,DISOLUCION DEL P. LEGISLATIVO ,REELECTO. DISOLUCION DEL PODER LEGISLATIVO EL 5 DE JUNIO DE 1943.  
"SUBIZA, ROMAN ALFREDO  ",26/04/1955,30/04/1961 ,26/04/1955,18/06/1955 ,BUENOS AIRES ,PERONISTA ,DISOLUCION DEL P. LEGISLATIVO ,FALLECE EL 18/6/1955. DISOLUCION DEL PODER LEGISLATIVO EL 21 DE SEPTIEMBRE DE 1955.  
"TABOADA, ANTONIO MARIA  ",12/05/1857,30/04/1866 ,07/09/1857,12/12/1861 ,SANTIAGO DEL ESTERO ,SIN ESPECIFICAR ,DISOLUCION DEL P. LEGISLATIVO ,DISOLUCION DEL CONGRESO DE PARANA EL 12 DE DICIEMBRE DE 1861.  
"TAFFAREL, RICARDO CÉSAR ",10/12/2001,09/12/2007 ,10/12/2001,Sin Fecha ,ENTRE RÍOS ,UNIÓN CÍVICA RADICAL ,"VERA, ARTURO ",REEMPLAZA AL SENADOR ALCIDES HUMBERTO LOPEZ POR EXPIRACION DE MANDATO.  
"TAGLE, CARLOS  ",02/05/1889,30/04/1898 ,02/05/1889,30/04/1898 ,CÓRDOBA ,SIN ESPECIFICAR ,"FIGUEROA ALCORTA, JOSE  ",REEMPLAZA A GUILLERMO MOYANO POR EXPIRACION DE MANDATO.  
"TAMBORINI, JOSE P.  ",02/05/1938,30/04/1947 ,26/04/1940,05/06/1943 ,CIUDAD AUTÓNOMA DE BUENOS AIRES ,UNIÓN CÍVICA RADICAL ,DISOLUCION DEL P. LEGISLATIVO ,SE DENOMINA CAPITAL FEDERAL A LA ACTUAL CIUDAD AUTONOMA DE BUENOS AIRES. COMPLETA EL PERIODO DE FERNANDO SAGUIER ( 1938/1947 ). DISOLUCION DEL PODER LEGISLATIVO EL 5 DE JUNIO DE 1943.  
"TANCO, MIGUEL A.  ",22/05/1946,30/04/1955 ,22/05/1946,30/04/1952 ,JUJUY ,SIN ESPECIFICAR ,"ITURBE, ALBERTO JOSE  ",POR REFORMA DE LA CONSTITUCION DEL 11 DE MARZO DE 1949. CESO SU MANDATO EN 1952.  
"TARANTINO, CARLOS NICOLAS  ",28/06/1961,10/12/1970 ,28/06/1961,06/09/1962 ,NEUQUÉN ,SIN ESPECIFICAR ,DISOLUCION DEL P. LEGISLATIVO ,REEMPLAZA A JARITONSKY POR EXPIRACION DE MANDATO. DISOLUCION DEL PODER LEGISLATIVO EL 6 DE SEPTIEMBRE DE 1962.  
"TARDELLI, ANTONIO  ",12/08/1963,30/04/1969 ,12/08/1963,28/06/1966 ,ENTRE RÍOS ,U. C. R. DEL PUEBLO ,DISOLUCION DEL P. LEGISLATIVO ,DISOLUCION DEL PODER LEGISLATIVO EL 28 DE JUNIO DE 1966.  
"TASCHERET, OSCAR  ",22/05/1946,30/04/1949 ,22/05/1946,30/04/1949 ,SAN JUAN ,SIN ESPECIFICAR ,"VIVIANI, RINALDO  ",NINGUNA 
"TAVELLA, PEDRO CESAR  ",26/04/1955,30/04/1961 ,26/04/1955,21/09/1955 ,CHACO ,SIN ESPECIFICAR ,DISOLUCION DEL P. LEGISLATIVO ,DISOLUCION DEL PODER LEGISLATIVO EL 21 DE SEPTIEMBRE DE 1955. REEMPLAZA A RUIZ VILLASUSO POR EXPIRACION DE MANDATO. CHACO SE LLAMO PRESIDENTE PERON DE 1953 A 1955.  
"TEISAIRE, ALBERTO  ",22/05/1946,30/04/1949 ,22/05/1946,30/04/1949 ,CIUDAD AUTÓNOMA DE BUENOS AIRES ,LABORISTA ,"TEISAIRE, ALBERTO  ",SE DENOMINA CAPITAL FEDERAL A LA ACTUAL CIUDAD AUTONOMA DE BUENOS AIRES.  
"TEISAIRE, ALBERTO  ",26/04/1949,30/04/1952 ,26/04/1949,30/04/1952 ,CIUDAD AUTÓNOMA DE BUENOS AIRES ,PERONISTA ,"TEISAIRE, ALBERTO  ",SE DENOMINA CAPITAL FEDERAL LA ACTUAL CIUDAD AUTONOMA DE BUENOS AIRES. REELECTO.  
"TEISAIRE, ALBERTO  ",25/04/1952,30/04/1958 ,25/04/1952,20/01/1954 ,CIUDAD AUTÓNOMA DE BUENOS AIRES ,PERONISTA ,"GRAZIANO, ALBERTO ANTONIO  ",SE DENOMINA CAPITAL FEDERAL A LA ACTUAL CIUDAD AUTONOMA DE BUENO AIRES. RENUNCIA EN 1954 PARA ACEPTAR LA CANDIDATURA A VICEPRESIDENTE. LO REEMPLAZA ALBERTO GRAZIANO.  
"TEJADA, SATURNINO  ",01/05/1857,30/04/1860 ,25/06/1859,30/04/1860 ,SALTA ,SIN ESPECIFICAR ,ES SENADOR SUPLENTE ,ES SENADOR SUPLENTE.  
"TELL, ALBERTO MAXIMO ",07/02/1996,09/12/1998 ,07/02/1996,09/12/1998 ,JUJUY ,JUSTICIALISTA ,"TELL, ALBERTO MAXIMO ",COMPLETA EL PERIODO DE GUILLERMO EUGENIO SNOPEK QUE RENUNCIO PARA SER GOBERNADOR.  
"TELL, ALBERTO MAXIMO ",25/11/1998,09/12/2001 ,25/11/1998,09/12/2001 ,JUJUY ,JUSTICIALISTA ,"MORALES, GERARDO RUBÉN ",REELECTO.  
"TELLO CORNEJO, EDMUNDO DEL CARMEN  ",26/04/1966,30/04/1975 ,26/04/1966,28/06/1966 ,SAN LUIS ,SIN ESPECIFICAR ,DISOLUCION DEL P. LEGISLATIVO ,REEMPLAZA A MIGUEL ANGEL BERNARDO POR EXPIRACION DE MANDATO. DISOLUCION DEL PODER LEGISLATIVO EL 28 DE JUNIO DE 1966.  
"TELLO, EUGENIO  ",01/05/1886,30/04/1895 ,01/05/1886,30/04/1895 ,JUJUY ,SIN ESPECIFICAR ,"APARICIO, CASTULO  ",REEMPLAZA A PABLO CARRILLO POR EXPIRACION DE MANDATO.  
"TENEV, CARLOS ",24/03/1988,09/12/1989 ,24/03/1988,09/12/1989 ,CHACO ,JUSTICIALISTA ,"BITTEL, DEOLINDO FELIPE ",COMPLETA EL PERIODO DE DEOLINDO BITTEL ( 1983 - 1989 )  
"TENREYRO, EMERIO R.  ",30/04/1907,30/04/1916 ,25/04/1914,30/04/1916 ,ENTRE RÍOS ,SIN ESPECIFICAR ,"TORINO, MARTIN M.  ",COMPLETA EL PERIODO DE ENRIQUE CARBO. (1907/1916).  
"TERAN, BRIGIDO  ",22/08/1901,30/04/1910 ,22/08/1901,30/04/1910 ,TUCUMÁN ,SIN ESPECIFICAR ,"TERAN, BRIGIDO  ",REEMPLAZA A FRANCISCO GARCIA POR EXPIRACION DE MANDATO.  
"TERAN, BRIGIDO  ",29/04/1910,30/04/1919 ,29/04/1910,30/04/1919 ,TUCUMÁN ,SIN ESPECIFICAR ,"AYBAR AUGIER, ALBERTO  ",REELECTO.  
"TERRAGNO, RODOLFO ",10/12/2001,09/12/2007 ,10/12/2001,Sin Fecha ,CIUDAD AUTÓNOMA DE BUENOS AIRES ,UNIÓN CÍVICA RADICAL ,"ESTENSSORO, MARÍA EUGENIA ",REEMPLAZA AL SENADOR CORACH POR EXPIRACION DE MANDATO  
"TOMAS, EMILIO J.J. ",13/12/1989,09/12/1998 ,13/12/1989,21/02/1991 ,FORMOSA ,JUSTICIALISTA ,"SAMUDIO GODOY, WILFRIDO ",REEMPLAZA A MANUEL VIDAL POR EXPIRACION DE MANDATO. FALLECIO EN 1991. LO REEMPLAZA W. SAMUDIO GODOY.  
"TORELLO, PABLO  ",22/06/1928,30/04/1937 ,22/06/1928,06/09/1930 ,BUENOS AIRES ,SIN ESPECIFICAR ,DISOLUCION DEL P. LEGISLATIVO ,REEMPLAZA A FERNANDO SAGUIER POR EXPIRACION DE MANDATO. DISOLUCION DEL PODER LEGISLATIVO EL 6 DE SEPTIEMBRE DE 1930.  
"TORINO, HECTOR OMAR ",29/11/1995,09/12/2001 ,14/03/2001,09/12/2001 ,SAN LUIS ,JUSTICIALISTA ,"OCHOA, RAÚL ERNESTO ","COMPLETA EL PERIODO DE QUINZIO QUE RENUNCIO, DE BARTOLUCCI QUE FALLECIO Y DE SERGNESE QUE RENUNCIO.  "
"TORINO, MARTIN M.  ",30/04/1916,30/04/1925 ,05/06/1917,30/04/1925 ,ENTRE RÍOS ,UNIÓN CÍVICA RADICAL ,"ETCHEVEHERE, LUIS L.  ",REEMPLAZA A ENRIQUE CARBO POR EXPIRACION DE MANDATO.  
"TORRE, CALIXTO S. DE LA  ",30/04/1892,30/04/1901 ,10/11/1898,30/04/1901 ,CÓRDOBA ,SIN ESPECIFICAR ,"CAMPILLO, DONACIANO DEL  ",COMPLETA EL PERIODO DE FELIPE YOFRE. (1892/1901)  
"TORRENT, JUAN E.  ",25/07/1871,30/04/1880 ,25/07/1871,30/04/1880 ,CORRIENTES ,SIN ESPECIFICAR ,"BAIBIENE, SANTIAGO  ",REEMPLAZA A JOSE VIDAL POR EXPIRACION DE MANDATO.  
"TORRENT, LUCIANO  ",01/05/1860,30/04/1863 ,27/06/1861,12/12/1861 ,SANTA FE ,SIN ESPECIFICAR ,ES SENADOR SUPLENTE ,SUPLENTE. DISOLUCION DEL CONGRESO DE PARANA EL 12 DE DICIEMBRE DE 1861.  
"TORRES, EDUARDO ENRIQUE ",12/12/2007,09/12/2011 ,12/12/2007,09/12/2011 ,MISIONES ,FRENTE RENOVADOR DE LA CONCORDIA ,,NINGUNA 
"TRILLA, JUAN ",29/11/1983,09/12/1992 ,29/11/1983,09/12/1992 ,CIUDAD AUTÓNOMA DE BUENOS AIRES ,UNIÓN CÍVICA RADICAL ,"DE LA RUA, FERNANDO ",SE DENOMINA CAPITAL FEDERAL A LA ACTUAL CIUDAD AUTONOMA DE BUENOS AIRES. LO REEMPLAZA FERNANDO DE LA RUA POR EXPIRACION DE MANDATO.  
"TROADELLO, MONICA ",10/12/2003,09/12/2009 ,10/12/2007,Sin Fecha ,MENDOZA ,JUSTICIALISTA ,SENADORA EN EJERCICIO ,NINGUNA 
"TRUNSKY, SALOMON  ",02/05/1958,30/04/1964 ,02/05/1958,06/09/1962 ,SALTA ,SIN ESPECIFICAR ,DISOLUCION DEL P. LEGISLATIVO ,DISOLUCION DEL PODER LEGISLATIVO EL 6 DE SEPTIEMBRE DE 1962.  
"TURANO, ARMANDO LUIS  ",31/03/1958,30/04/1961 ,31/03/1958,30/04/1961 ,CIUDAD AUTÓNOMA DE BUENOS AIRES ,SIN ESPECIFICAR ,"PALACIOS, ALFREDO LORENZO  ",SE DENOMINA CAPITAL FEDERAL A LA ACTUAL CIUDAD AUTONOMA DE BUENOS AIRES. LO REEMPLAZA POR EXPIRACION DE MANDATO ALFREDO PALACIOS.  
"UGARTE, MARCELINO  ",10/01/1907,30/04/1910 ,10/01/1907,30/04/1910 ,BUENOS AIRES ,CONSERVADOR ,"IRIGOYEN, IGNACIO D.  ",COMPLETA EL PERIODO DE BERNARDO DE IRIGOYEN. (1902/1910)  
"UGARTE, MARCELINO  ",29/04/1913,30/04/1922 ,29/04/1913,01/05/1914 ,BUENOS AIRES ,CONSERVADOR ,"GARCIA, LUIS  ",EN 1914 RENUNCIA PARA SER GOBERNADOR DE BUENOS AIRES. LO REEMPLAZA LUIS GARCIA ( 1914 - 1922 ).  
"ULLOA, ROBERTO AUGUSTO ",03/07/1996,09/12/2001 ,03/07/1996,10/12/2001 ,SALTA ,RENOVADOR DE SALTA ,"GÓMEZ DIEZ, RICARDO ",POR LA REFORMA CONSTITUCIONAL DEL AÑO 1994 ES ELEGIDO TERCER SENADOR.  
"URIBURU, DAMASO  ",17/10/1854,30/04/1857 ,10/07/1855,30/04/1857 ,SALTA ,SIN ESPECIFICAR ,"ARIAS, FERNANDO  ",NINGUNA 
"URIBURU, FRANCISCO  ",17/05/1898,30/04/1907 ,17/05/1898,10/02/1906 ,SALTA ,SIN ESPECIFICAR ,"SERREY, CARLOS  ",REEMPLAZA A DELFIN LEGUIZAMON POR EXPIRACION DE MANDATO. FALLECE EN 1906. LO REEMPLAZA CARLOS SERREY.  
